record_id,source,material_code,description,attributes,ground_truth_group,variant
cpse-08719,erp,VALVE-08719,VÁLVULA COMPUERTA 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,multilingual
cpse-07841,catalogue,WASHER-07841,STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,exact
cpse-00912,maintenance,MOTOR-00912,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,near_duplicate
cpse-03851,catalogue,GASKET-03851,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,exact
cpse-00154,erp,UNRELATED_12-00154,UNRELATED MATERIAL 12 CERAMIC LINER,"{""size"": ""112 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_12,unrelated
cpse-00535,erp,VALVE-00535,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,abbreviation
cpse-09113,catalogue,WASHER-09113,STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,terminology
cpse-00762,maintenance,PIPE-00762,CARBON STEEL TUBE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,terminology
cpse-03357,maintenance,BEARING-03357,MATÉRIEL DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,multilingual
cpse-02798,catalogue,BOLT_C-02798,STEEL BOLT 10 mm GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,unit_format
cpse-04157,catalogue,WASHER-04157,STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,terminology
cpse-00203,catalogue,UNRELATED_16-00203,UNRELATED MATERIAL 16 CERAMIC LINER,"{""size"": ""116 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_16,unrelated
cpse-08843,catalogue,GASKET-08843,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,near_duplicate
cpse-05530,erp,UNRELATED_460-05530,UNRELATED MATERIAL 460 CERAMIC LINER,"{""size"": ""560 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_460,unrelated
cpse-06601,erp,UNRELATED_550-06601,UNRELATED MATERIAL 550 CERAMIC LINER,"{""size"": ""650 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_550,unrelated
cpse-05891,catalogue,GASKET-05891,MATÉRIEL SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,multilingual
cpse-04699,erp,VALVE-04699,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,near_duplicate
cpse-07981,erp,BOLT_B-07981,STEEL BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,exact
cpse-05782,erp,UNRELATED_481-05782,UNRELATED MATERIAL 481 CERAMIC LINER,"{""size"": ""581 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_481,unrelated
cpse-08781,maintenance,BEARING-08781,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,abbreviation
cpse-07447,erp,VALVE-07447,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,terminology
cpse-08869,erp,UNRELATED_739-08869,UNRELATED MATERIAL 739 CERAMIC LINER,"{""size"": ""839 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_739,unrelated
cpse-00410,catalogue,BOLT_C-00410,БОЛТ СТАЛЬ M10 КЛАСС C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,multilingual
cpse-06783,maintenance,UNRELATED_565-06783,UNRELATED MATERIAL 565 CERAMIC LINER,"{""size"": ""665 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_565,unrelated
cpse-03581,catalogue,WASHER-03581,MATÉRIEL STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,multilingual
cpse-03216,maintenance,MOTOR-03216,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-05072,catalogue,CABLE-05072,CÂBLE PUISSANCE 4 ÂMES 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,multilingual
cpse-04461,maintenance,BEARING-04461,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,near_duplicate
cpse-03664,erp,NUT_M10-03664,STL HEX NUT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,abbreviation
cpse-09801,maintenance,BEARING-09801,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,exact
cpse-02656,erp,NUT_M10-02656,STL HEX NUT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,abbreviation
cpse-05331,maintenance,BOLT_M12-05331,MATÉRIEL STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,multilingual
cpse-00673,erp,BOLT_B-00673,STEEL BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,exact
cpse-02404,erp,NUT_M10-02404,STL HEX NUT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,abbreviation
cpse-01843,erp,VALVE-01843,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,near_duplicate
cpse-02544,maintenance,MOTOR-02544,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-09021,maintenance,BEARING-09021,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,unit_format
cpse-02768,catalogue,CABLE-02768,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,abbreviation
cpse-05791,erp,VALVE-05791,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,near_duplicate
cpse-00882,maintenance,UNRELATED_73-00882,UNRELATED MATERIAL 73 CERAMIC LINER,"{""size"": ""173 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_73,unrelated
cpse-08309,catalogue,UNRELATED_692-08309,UNRELATED MATERIAL 692 CERAMIC LINER,"{""size"": ""792 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_692,unrelated
cpse-04762,erp,FLANGE-04762,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,near_duplicate
cpse-06742,erp,FLANGE-06742,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,exact
cpse-04440,maintenance,MOTOR-04440,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,near_duplicate
cpse-08776,erp,NUT_M10-08776,STEEL HEX NUT 10 mm GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,unit_format
cpse-07788,maintenance,MOTOR-07788,MATÉRIEL INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,multilingual
cpse-05160,maintenance,MOTOR-05160,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,exact
cpse-06563,catalogue,GASKET-06563,MATÉRIEL SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,multilingual
cpse-05937,maintenance,BEARING-05937,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,exact
cpse-04375,erp,UNRELATED_364-04375,UNRELATED MATERIAL 364 CERAMIC LINER,"{""size"": ""464 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_364,unrelated
cpse-08755,erp,VALVE-08755,GATE VALVE 50mm 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,unit_format
cpse-04690,erp,UNRELATED_390-04690,UNRELATED MATERIAL 390 CERAMIC LINER,"{""size"": ""490 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_390,unrelated
cpse-06529,erp,BOLT_B-06529,STEEL BOLT 10 mm GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,unit_format
cpse-08941,erp,BOLT_B-08941,CARBON STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,near_duplicate
cpse-02537,catalogue,WASHER-02537,STL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,abbreviation
cpse-10000,erp,NUT_M10-10000,MATÉRIEL STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,multilingual
cpse-04238,catalogue,BOLT_C-04238,STL BLT M10 GR C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,abbreviation
cpse-08704,erp,NUT_M10-08704,STL HEX NUT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,abbreviation
cpse-03642,maintenance,PIPE-03642,CARBON CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,near_duplicate
cpse-02377,erp,BOLT_B-02377,БОЛТ СТАЛЬ M10 КЛАСС B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,multilingual
cpse-04376,catalogue,CABLE-04376,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,exact
cpse-07966,erp,UNRELATED_663-07966,UNRELATED MATERIAL 663 CERAMIC LINER,"{""size"": ""763 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_663,unrelated
cpse-05377,erp,BOLT_B-05377,STEEL BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,exact
cpse-06191,catalogue,GASKET-06191,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,abbreviation
cpse-07037,catalogue,WASHER-07037,CARBON STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,near_duplicate
cpse-01443,maintenance,BOLT_M12-01443,STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,exact
cpse-05241,maintenance,BEARING-05241,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,unit_format
cpse-01579,erp,VALVE-01579,VÁLVULA COMPUERTA 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,multilingual
cpse-04110,maintenance,PIPE-04110,CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,exact
cpse-01872,maintenance,MOTOR-01872,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,abbreviation
cpse-07586,catalogue,BOLT_C-07586,STEEL BOLT 10 mm GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,unit_format
cpse-00518,catalogue,UNRELATED_43-00518,UNRELATED MATERIAL 43 CERAMIC LINER,"{""size"": ""143 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_43,unrelated
cpse-03450,maintenance,PIPE-03450,CARBON STEEL TUBE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,terminology
cpse-07774,erp,FLANGE-07774,MATÉRIEL WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,multilingual
cpse-04849,erp,BOLT_B-04849,STEEL BOLT 10 mm GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,unit_format
cpse-09393,maintenance,BEARING-09393,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,terminology
cpse-06578,catalogue,BOLT_C-06578,STEEL BOLT 10 mm GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,unit_format
cpse-06716,catalogue,CABLE-06716,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,abbreviation
cpse-02129,catalogue,WASHER-02129,STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,exact
cpse-00809,catalogue,WASHER-00809,MATÉRIEL STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,multilingual
cpse-06014,catalogue,BOLT_C-06014,STEEL BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,exact
cpse-04713,maintenance,BEARING-04713,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,near_duplicate
cpse-07411,erp,VALVE-07411,GATE VALVE 50mm 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,unit_format
cpse-01234,erp,FLANGE-01234,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,near_duplicate
cpse-07731,maintenance,BOLT_M12-07731,STL BLT M12 GR B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,abbreviation
cpse-04095,maintenance,UNRELATED_341-04095,UNRELATED MATERIAL 341 CERAMIC LINER,"{""size"": ""441 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_341,unrelated
cpse-01012,erp,NUT_M10-01012,MATÉRIEL STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,multilingual
cpse-01480,erp,NUT_M10-01480,STL HEX NUT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,abbreviation
cpse-04683,maintenance,UNRELATED_390-04683,UNRELATED MATERIAL 390 CERAMIC LINER,"{""size"": ""490 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_390,unrelated
cpse-01099,erp,UNRELATED_91-01099,UNRELATED MATERIAL 91 CERAMIC LINER,"{""size"": ""191 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_91,unrelated
cpse-09248,catalogue,CABLE-09248,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,exact
cpse-03910,erp,FLANGE-03910,MATÉRIEL WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,multilingual
cpse-01842,maintenance,PIPE-01842,CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,exact
cpse-07847,catalogue,UNRELATED_653-07847,UNRELATED MATERIAL 653 CERAMIC LINER,"{""size"": ""753 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_653,unrelated
cpse-06359,catalogue,GASKET-06359,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,abbreviation
cpse-02432,catalogue,CABLE-02432,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,abbreviation
cpse-04202,catalogue,BOLT_C-04202,CARBON STEEL HEX BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,near_duplicate
cpse-07362,maintenance,PIPE-07362,CARBON STEEL PIPE 50mm SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,unit_format
cpse-01785,maintenance,UNRELATED_148-01785,UNRELATED MATERIAL 148 CERAMIC LINER,"{""size"": ""248 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_148,unrelated
cpse-07678,erp,FLANGE-07678,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,terminology
cpse-06200,catalogue,CABLE-06200,POWER CABLE 4 CORE 240VAC,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,unit_format
cpse-02786,catalogue,UNRELATED_232-02786,UNRELATED MATERIAL 232 CERAMIC LINER,"{""size"": ""332 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_232,unrelated
cpse-06279,maintenance,UNRELATED_523-06279,UNRELATED MATERIAL 523 CERAMIC LINER,"{""size"": ""623 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_523,unrelated
cpse-05978,catalogue,UNRELATED_498-05978,UNRELATED MATERIAL 498 CERAMIC LINER,"{""size"": ""598 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_498,unrelated
cpse-03570,maintenance,UNRELATED_297-03570,UNRELATED MATERIAL 297 CERAMIC LINER,"{""size"": ""397 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_297,unrelated
cpse-04695,maintenance,BOLT_M12-04695,STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,unit_format
cpse-05004,maintenance,MOTOR-05004,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,terminology
cpse-01414,erp,UNRELATED_117-01414,UNRELATED MATERIAL 117 CERAMIC LINER,"{""size"": ""217 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_117,unrelated
cpse-07394,catalogue,BOLT_C-07394,CARBON STEEL HEX BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,near_duplicate
cpse-08224,erp,NUT_M10-08224,STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,terminology
cpse-01018,erp,FLANGE-01018,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,abbreviation
cpse-07596,maintenance,MOTOR-07596,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,exact
cpse-03536,catalogue,CABLE-03536,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,exact
cpse-05088,maintenance,MOTOR-05088,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,terminology
cpse-00792,maintenance,MOTOR-00792,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,exact
cpse-09214,erp,FLANGE-09214,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,near_duplicate
cpse-08028,maintenance,MOTOR-08028,INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""voltage"": ""415 V""}",motor,terminology
cpse-03758,catalogue,BOLT_C-03758,STEEL FASTENER M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,terminology
cpse-01985,catalogue,WASHER-01985,MATÉRIEL STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,multilingual
cpse-01516,erp,NUT_M10-01516,MATÉRIEL STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,multilingual
cpse-04326,maintenance,UNRELATED_360-04326,UNRELATED MATERIAL 360 CERAMIC LINER,"{""size"": ""460 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_360,unrelated
cpse-09103,erp,VALVE-09103,GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,abbreviation
cpse-01097,catalogue,WASHER-01097,STEEL WASHER 10 mm,"{""size"": ""M10"", ""standard"": ""ISO 7089""}",washer,unit_format
cpse-08317,erp,BOLT_B-08317,STEEL BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,exact
cpse-03678,maintenance,PIPE-03678,CARBON STL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,abbreviation
cpse-00046,erp,FLANGE-00046,MATÉRIEL WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,multilingual
cpse-01450,erp,FLANGE-01450,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,exact
cpse-08638,erp,UNRELATED_719-08638,UNRELATED MATERIAL 719 CERAMIC LINER,"{""size"": ""819 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_719,unrelated
cpse-05029,erp,BOLT_B-05029,STL BLT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,abbreviation
cpse-04417,erp,UNRELATED_368-04417,UNRELATED MATERIAL 368 CERAMIC LINER,"{""size"": ""468 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_368,unrelated
cpse-00825,maintenance,BEARING-00825,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,terminology
cpse-04802,catalogue,UNRELATED_400-04802,UNRELATED MATERIAL 400 CERAMIC LINER,"{""size"": ""500 mm"", ""standard"": ""CPSE-OTHER""}",unrelated_400,unrelated
cpse-06647,catalogue,GASKET-06647,MATÉRIEL SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,multilingual
cpse-06116,catalogue,CABLE-06116,POWER CABLE 4 CORE 240VAC,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,unit_format
cpse-07075,erp,VALVE-07075,GATE VALVE 50mm 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,unit_format
cpse-00975,maintenance,BOLT_M12-00975,CARBON STEEL HEX BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,near_duplicate
cpse-00640,erp,NUT_M10-00640,STL HEX NUT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032""}",nut_m10,abbreviation
cpse-03128,catalogue,CABLE-03128,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,terminology
cpse-07283,catalogue,GASKET-07283,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,abbreviation
cpse-03350,catalogue,BOLT_C-03350,БОЛТ СТАЛЬ M10 КЛАСС C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,multilingual
cpse-00457,erp,BOLT_B-00457,CARBON STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,near_duplicate
cpse-07746,maintenance,PIPE-07746,TUBO ACERO CARBONO 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,multilingual
cpse-03914,catalogue,BOLT_C-03914,STEEL BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,exact
cpse-03526,erp,FLANGE-03526,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-02810,catalogue,BOLT_C-02810,STL BLT M10 GR C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,abbreviation
cpse-06627,maintenance,BOLT_M12-06627,STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,unit_format
cpse-05787,maintenance,BOLT_M12-05787,STEEL BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014""}",bolt_m12,unit_format
cpse-01243,erp,VALVE-01243,VÁLVULA COMPUERTA 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600""}",valve,multilingual
cpse-00800,catalogue,CABLE-00800,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,near_duplicate
cpse-05506,erp,FLANGE-05506,MATÉRIEL WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,multilingual
cpse-01753,erp,BOLT_B-01753,STL BLT M10 GR B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,abbreviation
cpse-01115,catalogue,GASKET-01115,SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20""}",gasket,near_duplicate
cpse-02246,catalogue,BOLT_C-02246,STEEL FASTENER M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_c,terminology
cpse-05228,catalogue,CABLE-05228,POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""voltage"": ""240 V""}",cable,terminology
cpse-00781,erp,BOLT_B-00781,БОЛТ СТАЛЬ M10 КЛАСС B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,multilingual
cpse-04509,maintenance,BEARING-04509,DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15""}",bearing,exact
cpse-06954,maintenance,PIPE-06954,CARBON STL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,abbreviation
cpse-05302,erp,FLANGE-05302,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,abbreviation
cpse-02941,erp,BOLT_B-02941,STEEL BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,exact
cpse-01342,erp,FLANGE-01342,WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092""}",flange,unit_format
cpse-05454,maintenance,PIPE-05454,CARBON STEEL PIPE 50 MM SCH 40,"{""size"": ""50 mm"", ""standard"": ""ASTM A106""}",pipe,exact
cpse-04297,erp,BOLT_B-04297,STEEL FASTENER M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014""}",bolt_b,terminology
