record_id,source,material_code,description,attributes,ground_truth_group,variant
cpse-09840,erp,HPC-SINGLETON_1339-09840,UNIQUE CPSE MATERIAL 1339 CERAMIC LINER,"{""size"": ""2339 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1339,unrelated
cpse-07739,maintenance,BPC-EQUIVALENT_1934-07739,ITEM 1934 STEEL HEX BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-1934""}",equivalent_1934,terminology
cpse-00411,erp,NTP-EQUIVALENT_0102-00411,ITEM 0102 GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-0102""}",equivalent_0102,terminology
cpse-05579,maintenance,BPC-EQUIVALENT_1394-05579,ITEM 1394 STEEL HEX BOLT M12 GRADE B,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-1394""}",equivalent_1394,terminology
cpse-09157,catalogue,COA-SINGLETON_0656-09157,UNIQUE CPSE MATERIAL 0656 CERAMIC LINER,"{""size"": ""1656 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0656,unrelated
cpse-02813,maintenance,IOC-EQUIVALENT_0703-02813,POWER CABLE 4 CORE 240 V ITEM 0703,"{""size"": ""4 core"", ""standard"": ""CPSE-0703"", ""voltage"": ""240 V""}",equivalent_0703,exact
cpse-06536,maintenance,SAI-EQUIVALENT_1633-06536,STEEL BOLT 10 mm GRADE C ITEM 1633,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-1633""}",equivalent_1633,unit_format
cpse-03764,maintenance,ONG-EQUIVALENT_0940-03764,STEEL WASHER M10 बोल्ट ITEM 0940,"{""size"": ""M10"", ""standard"": ""ISO 7089-0940""}",equivalent_0940,multilingual
cpse-00910,catalogue,HPC-EQUIVALENT_0227-00910,INDUCTION MOTOR 5 KW 415 V ITEM 0227,"{""size"": ""5 kW"", ""standard"": ""CPSE-0227"", ""voltage"": ""415 V""}",equivalent_0227,abbreviation
cpse-04513,catalogue,IOC-EQUIVALENT_1128-04513,STEEL BOLT M10 GRADE B ITEM 1128,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1128""}",equivalent_1128,exact
cpse-04739,maintenance,BPC-EQUIVALENT_1184-04739,ITEM 1184 DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15-1184""}",equivalent_1184,terminology
cpse-02983,catalogue,IOC-EQUIVALENT_0745-02983,ITEM 0745 STEEL HEX BOLT M10 GRADE C,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-0745""}",equivalent_0745,terminology
cpse-05523,erp,IOC-EQUIVALENT_1380-05523,ITEM 1380 STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1380""}",equivalent_1380,terminology
cpse-01584,erp,ONG-EQUIVALENT_0395-01584,INDUCTION MOTOR 5 KW 415 V बोल्ट ITEM 0395,"{""size"": ""5 kW"", ""standard"": ""CPSE-0395"", ""voltage"": ""415 V""}",equivalent_0395,multilingual
cpse-07855,catalogue,GAI-EQUIVALENT_1963-07855,ITEM 1963 POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""standard"": ""CPSE-1963"", ""voltage"": ""240 V""}",equivalent_1963,terminology
cpse-05706,erp,SAI-EQUIVALENT_1426-05706,SPIRAL WOUND GASKET DN50 ITEM 1426,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-1426""}",equivalent_1426,abbreviation
cpse-07491,erp,NTP-EQUIVALENT_1872-07491,ITEM 1872 STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1872""}",equivalent_1872,terminology
cpse-09940,catalogue,HPC-SINGLETON_1439-09940,UNIQUE CPSE MATERIAL 1439 CERAMIC LINER,"{""size"": ""2439 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1439,unrelated
cpse-06327,erp,COA-EQUIVALENT_1581-06327,ITEM 1581 WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1581""}",equivalent_1581,terminology
cpse-00713,maintenance,IOC-EQUIVALENT_0178-00713,SPIRAL WOUND GASKET DN50 ITEM 0178,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0178""}",equivalent_0178,exact
cpse-05245,catalogue,GAI-EQUIVALENT_1311-05245,STEEL HEX NUT M10 GRADE B ITEM 1311,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-1311""}",equivalent_1311,exact
cpse-02132,maintenance,BHE-EQUIVALENT_0532-02132,STEEL WASHER 10 mm ITEM 0532,"{""size"": ""M10"", ""standard"": ""ISO 7089-0532""}",equivalent_0532,unit_format
cpse-07574,maintenance,ONG-EQUIVALENT_1893-07574,WELD NECK FLANGE DN50 PN16 ITEM 1893,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1893""}",equivalent_1893,abbreviation
cpse-00703,catalogue,IOC-EQUIVALENT_0175-00703,ITEM 0175 POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""standard"": ""CPSE-0175"", ""voltage"": ""240 V""}",equivalent_0175,terminology
cpse-04897,catalogue,COA-EQUIVALENT_1224-04897,STEEL BOLT M10 GRADE B ITEM 1224,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1224""}",equivalent_1224,exact
cpse-06264,erp,ONG-EQUIVALENT_1565-06264,CARBON STEEL PIPE 50 MM SCH 40 बोल्ट ITEM 1565,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-1565""}",equivalent_1565,multilingual
cpse-09126,erp,SAI-SINGLETON_0625-09126,UNIQUE CPSE MATERIAL 0625 CERAMIC LINER,"{""size"": ""1625 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0625,unrelated
cpse-01502,maintenance,BHE-EQUIVALENT_0375-01502,STEEL HEX NUT M10 GR B ITEM 0375,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0375""}",equivalent_0375,abbreviation
cpse-05742,erp,BHE-EQUIVALENT_1435-05742,POWER CABLE 4 CORE 240 V ITEM 1435,"{""size"": ""4 core"", ""standard"": ""CPSE-1435"", ""voltage"": ""240 V""}",equivalent_1435,abbreviation
cpse-06770,maintenance,HPC-EQUIVALENT_1692-06770,STEEL BOLT M10 GR B ITEM 1692,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1692""}",equivalent_1692,abbreviation
cpse-04180,catalogue,HPC-EQUIVALENT_1044-04180,STEEL BOLT 10 mm GRADE B ITEM 1044,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1044""}",equivalent_1044,unit_format
cpse-06872,maintenance,BHE-EQUIVALENT_1717-06872,STEEL BOLT 10 mm GRADE C ITEM 1717,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-1717""}",equivalent_1717,unit_format
cpse-02959,catalogue,BPC-EQUIVALENT_0739-02959,ITEM 0739 POWER CABLE 4 CORE 240 V,"{""size"": ""4 core"", ""standard"": ""CPSE-0739"", ""voltage"": ""240 V""}",equivalent_0739,terminology
cpse-04821,erp,NTP-EQUIVALENT_1205-04821,CARBON STEEL PIPE 50 MM SCH 40 ITEM 1205,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-1205""}",equivalent_1205,exact
cpse-05168,maintenance,POW-EQUIVALENT_1291-05168,POWER CABLE 4 CORE 240VAC ITEM 1291,"{""size"": ""4 core"", ""standard"": ""CPSE-1291"", ""voltage"": ""240 V""}",equivalent_1291,unit_format
cpse-03522,erp,BHE-EQUIVALENT_0880-03522,STEEL WASHER M10 ITEM 0880,"{""size"": ""M10"", ""standard"": ""ISO 7089-0880""}",equivalent_0880,abbreviation
cpse-00413,maintenance,IOC-EQUIVALENT_0103-00413,POWER CABLE 4 CORE 240 V ITEM 0103,"{""size"": ""4 core"", ""standard"": ""CPSE-0103"", ""voltage"": ""240 V""}",equivalent_0103,exact
cpse-06785,maintenance,GAI-EQUIVALENT_1696-06785,STEEL WASHER M10 ITEM 1696,"{""size"": ""M10"", ""standard"": ""ISO 7089-1696""}",equivalent_1696,exact
cpse-09055,catalogue,GAI-SINGLETON_0554-09055,UNIQUE CPSE MATERIAL 0554 CERAMIC LINER,"{""size"": ""1554 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0554,unrelated
cpse-03279,erp,BPC-EQUIVALENT_0819-03279,ITEM 0819 STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0819""}",equivalent_0819,terminology
cpse-01715,maintenance,GAI-EQUIVALENT_0428-01715,ITEM 0428 DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15-0428""}",equivalent_0428,terminology
cpse-02338,catalogue,POW-EQUIVALENT_0584-02338,DEEP GROOVE BALL BEARING 6205 ITEM 0584,"{""size"": ""6205"", ""standard"": ""ISO 15-0584""}",equivalent_0584,abbreviation
cpse-00952,catalogue,BHE-EQUIVALENT_0237-00952,WELD NECK FLANGE DN50 PN16 ITEM 0237,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0237""}",equivalent_0237,unit_format
cpse-02249,maintenance,BPC-EQUIVALENT_0562-02249,SPIRAL WOUND GASKET DN50 ITEM 0562,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0562""}",equivalent_0562,exact
cpse-01863,erp,IOC-EQUIVALENT_0465-01863,ITEM 0465 WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0465""}",equivalent_0465,terminology
cpse-04766,maintenance,SAI-EQUIVALENT_1191-04766,STEEL HEX NUT M10 GR B ITEM 1191,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-1191""}",equivalent_1191,abbreviation
cpse-08819,maintenance,BPC-SINGLETON_0318-08819,UNIQUE CPSE MATERIAL 0318 CERAMIC LINER,"{""size"": ""1318 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0318,unrelated
cpse-01386,erp,SAI-EQUIVALENT_0346-01386,SPIRAL WOUND GASKET DN50 ITEM 0346,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0346""}",equivalent_0346,abbreviation
cpse-05105,maintenance,GAI-EQUIVALENT_1276-05105,STEEL WASHER M10 ITEM 1276,"{""size"": ""M10"", ""standard"": ""ISO 7089-1276""}",equivalent_1276,exact
cpse-01285,catalogue,GAI-EQUIVALENT_0321-01285,WELD NECK FLANGE DN50 PN16 ITEM 0321,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0321""}",equivalent_0321,exact
cpse-02581,catalogue,NTP-EQUIVALENT_0645-02581,WELD NECK FLANGE DN50 PN16 ITEM 0645,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0645""}",equivalent_0645,exact
cpse-02894,maintenance,ONG-EQUIVALENT_0723-02894,STEEL HEX NUT M10 GR B ITEM 0723,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0723""}",equivalent_0723,abbreviation
cpse-09246,erp,SAI-SINGLETON_0745-09246,UNIQUE CPSE MATERIAL 0745 CERAMIC LINER,"{""size"": ""1745 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0745,unrelated
cpse-04433,maintenance,IOC-EQUIVALENT_1108-04433,STEEL WASHER M10 ITEM 1108,"{""size"": ""M10"", ""standard"": ""ISO 7089-1108""}",equivalent_1108,exact
cpse-03960,erp,HPC-EQUIVALENT_0989-03960,CARBON STEEL PIPE 50mm SCH 40 ITEM 0989,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-0989""}",equivalent_0989,unit_format
cpse-04853,maintenance,IOC-EQUIVALENT_1213-04853,STEEL BOLT M10 GRADE C ITEM 1213,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-1213""}",equivalent_1213,exact
cpse-08108,maintenance,POW-NEAR_MISS_0053_B-08108,POWER CABLE 4 CORE 415 V ITEM NM0053,"{""size"": ""4 core"", ""voltage"": ""415 V""}",near_miss_0053_b,near_duplicate
cpse-02788,catalogue,POW-EQUIVALENT_0696-02788,STEEL BOLT 10 mm GRADE B ITEM 0696,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-0696""}",equivalent_0696,unit_format
cpse-07157,maintenance,COA-EQUIVALENT_1789-07157,STEEL BOLT M10 GRADE C ITEM 1789,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-1789""}",equivalent_1789,exact
cpse-01306,catalogue,SAI-EQUIVALENT_0326-01306,STEEL BOLT M12 GR B ITEM 0326,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-0326""}",equivalent_0326,abbreviation
cpse-00181,catalogue,NTP-EQUIVALENT_0045-00181,WELD NECK FLANGE DN50 PN16 ITEM 0045,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0045""}",equivalent_0045,exact
cpse-08525,maintenance,GAI-SINGLETON_0024-08525,UNIQUE CPSE MATERIAL 0024 CERAMIC LINER,"{""size"": ""1024 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0024,unrelated
cpse-09212,maintenance,BHE-SINGLETON_0711-09212,UNIQUE CPSE MATERIAL 0711 CERAMIC LINER,"{""size"": ""1711 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0711,unrelated
cpse-08476,catalogue,SAI-NEAR_MISS_0237_B-08476,POWER CABLE 4 CORE 415 V ITEM NM0237,"{""size"": ""4 core"", ""voltage"": ""415 V""}",near_miss_0237_b,near_duplicate
cpse-01357,catalogue,COA-EQUIVALENT_0339-01357,STEEL HEX NUT M10 GRADE B ITEM 0339,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0339""}",equivalent_0339,exact
cpse-01421,maintenance,NTP-EQUIVALENT_0355-01421,POWER CABLE 4 CORE 240 V ITEM 0355,"{""size"": ""4 core"", ""standard"": ""CPSE-0355"", ""voltage"": ""240 V""}",equivalent_0355,exact
cpse-07503,erp,IOC-EQUIVALENT_1875-07503,ITEM 1875 STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-1875""}",equivalent_1875,terminology
cpse-00842,maintenance,BHE-EQUIVALENT_0210-00842,GATE VALVE 50 MM 150 PSI ITEM 0210,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-0210""}",equivalent_0210,abbreviation
cpse-03595,catalogue,GAI-EQUIVALENT_0898-03595,ITEM 0898 SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0898""}",equivalent_0898,terminology
cpse-02397,erp,COA-EQUIVALENT_0599-02397,INDUCTION MOTOR 5 KW 415 V ITEM 0599,"{""size"": ""5 kW"", ""standard"": ""CPSE-0599"", ""voltage"": ""415 V""}",equivalent_0599,exact
cpse-08480,maintenance,HPC-NEAR_MISS_0239_B-08480,CARBON STEEL PIPE 12 MM SCH 40 ITEM NM0239,"{""size"": ""12 mm"", ""standard"": ""ASTM A106""}",near_miss_0239_b,near_duplicate
cpse-00490,catalogue,HPC-EQUIVALENT_0122-00490,STEEL BOLT M12 GR B ITEM 0122,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-0122""}",equivalent_0122,abbreviation
cpse-04681,catalogue,NTP-EQUIVALENT_1170-04681,GATE VALVE 50 MM 150 PSI ITEM 1170,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-1170""}",equivalent_1170,exact
cpse-06137,maintenance,COA-EQUIVALENT_1534-06137,SPIRAL WOUND GASKET DN50 ITEM 1534,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-1534""}",equivalent_1534,exact
cpse-06910,catalogue,HPC-EQUIVALENT_1727-06910,INDUCTION MOTOR 5 KW 415 V ITEM 1727,"{""size"": ""5 kW"", ""standard"": ""CPSE-1727"", ""voltage"": ""415 V""}",equivalent_1727,abbreviation
cpse-06453,erp,IOC-EQUIVALENT_1613-06453,CARBON STEEL PIPE 50 MM SCH 40 ITEM 1613,"{""size"": ""50 mm"", ""standard"": ""ASTM A106-1613""}",equivalent_1613,exact
cpse-03855,erp,GAI-EQUIVALENT_0963-03855,ITEM 0963 STEEL HEX NUT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0963""}",equivalent_0963,terminology
cpse-08595,erp,GAI-SINGLETON_0094-08595,UNIQUE CPSE MATERIAL 0094 CERAMIC LINER,"{""size"": ""1094 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0094,unrelated
cpse-03693,erp,IOC-EQUIVALENT_0923-03693,INDUCTION MOTOR 5 KW 415 V ITEM 0923,"{""size"": ""5 kW"", ""standard"": ""CPSE-0923"", ""voltage"": ""415 V""}",equivalent_0923,exact
cpse-08998,catalogue,POW-SINGLETON_0497-08998,UNIQUE CPSE MATERIAL 0497 CERAMIC LINER,"{""size"": ""1497 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0497,unrelated
cpse-08705,maintenance,GAI-SINGLETON_0204-08705,UNIQUE CPSE MATERIAL 0204 CERAMIC LINER,"{""size"": ""1204 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0204,unrelated
cpse-00225,erp,GAI-EQUIVALENT_0056-00225,DEEP GROOVE BALL BEARING 6205 ITEM 0056,"{""size"": ""6205"", ""standard"": ""ISO 15-0056""}",equivalent_0056,exact
cpse-01627,catalogue,COA-EQUIVALENT_0406-01627,ITEM 0406 SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-0406""}",equivalent_0406,terminology
cpse-03702,erp,BHE-EQUIVALENT_0925-03702,STEEL BOLT M10 GR C ITEM 0925,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-0925""}",equivalent_0925,abbreviation
cpse-02096,maintenance,SAI-EQUIVALENT_0523-02096,POWER CABLE 4 CORE 240VAC ITEM 0523,"{""size"": ""4 core"", ""standard"": ""CPSE-0523"", ""voltage"": ""240 V""}",equivalent_0523,unit_format
cpse-05174,maintenance,ONG-EQUIVALENT_1293-05174,WELD NECK FLANGE DN50 PN16 ITEM 1293,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1293""}",equivalent_1293,abbreviation
cpse-01662,erp,BHE-EQUIVALENT_0415-01662,POWER CABLE 4 CORE 240 V ITEM 0415,"{""size"": ""4 core"", ""standard"": ""CPSE-0415"", ""voltage"": ""240 V""}",equivalent_0415,abbreviation
cpse-05570,maintenance,HPC-EQUIVALENT_1392-05570,STEEL BOLT M10 GR B ITEM 1392,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1392""}",equivalent_1392,abbreviation
cpse-04267,catalogue,COA-EQUIVALENT_1066-04267,ITEM 1066 SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-1066""}",equivalent_1066,terminology
cpse-09866,maintenance,SAI-SINGLETON_1365-09866,UNIQUE CPSE MATERIAL 1365 CERAMIC LINER,"{""size"": ""2365 mm"", ""standard"": ""CPSE-OTHER""}",singleton_1365,unrelated
cpse-06285,erp,GAI-EQUIVALENT_1571-06285,INDUCTION MOTOR 5 KW 415 V ITEM 1571,"{""size"": ""5 kW"", ""standard"": ""CPSE-1571"", ""voltage"": ""415 V""}",equivalent_1571,exact
cpse-06185,maintenance,GAI-EQUIVALENT_1546-06185,SPIRAL WOUND GASKET DN50 ITEM 1546,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-1546""}",equivalent_1546,exact
cpse-07099,catalogue,BPC-EQUIVALENT_1774-07099,ITEM 1774 SPIRAL WOUND GASKET DN50,"{""size"": ""DN50"", ""standard"": ""ASME B16.20-1774""}",equivalent_1774,terminology
cpse-01708,catalogue,POW-EQUIVALENT_0426-01708,GATE VALVE 50mm 150 PSI ITEM 0426,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-0426""}",equivalent_0426,unit_format
cpse-01427,maintenance,COA-EQUIVALENT_0356-01427,ITEM 0356 DEEP GROOVE BALL BEARING 6205,"{""size"": ""6205"", ""standard"": ""ISO 15-0356""}",equivalent_0356,terminology
cpse-03139,catalogue,BPC-EQUIVALENT_0784-03139,ITEM 0784 STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089-0784""}",equivalent_0784,terminology
cpse-02964,erp,ONG-EQUIVALENT_0740-02964,DEEP GROOVE BALL BEARING 6205 बोल्ट ITEM 0740,"{""size"": ""6205"", ""standard"": ""ISO 15-0740""}",equivalent_0740,multilingual
cpse-06252,erp,BHE-EQUIVALENT_1562-06252,STEEL BOLT M12 GRADE B ITEM 1562,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-1562""}",equivalent_1562,unit_format
cpse-05984,maintenance,ONG-EQUIVALENT_1495-05984,POWER CABLE 4 CORE 240 V बोल्ट ITEM 1495,"{""size"": ""4 core"", ""standard"": ""CPSE-1495"", ""voltage"": ""240 V""}",equivalent_1495,multilingual
cpse-04779,erp,BPC-EQUIVALENT_1194-04779,ITEM 1194 GATE VALVE 50 MM 150 PSI,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-1194""}",equivalent_1194,terminology
cpse-07144,catalogue,ONG-EQUIVALENT_1785-07144,WELD NECK FLANGE DN50 PN16 बोल्ट ITEM 1785,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1785""}",equivalent_1785,multilingual
cpse-09437,maintenance,COA-SINGLETON_0936-09437,UNIQUE CPSE MATERIAL 0936 CERAMIC LINER,"{""size"": ""1936 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0936,unrelated
cpse-03860,maintenance,HPC-EQUIVALENT_0964-03860,STEEL WASHER 10 mm ITEM 0964,"{""size"": ""M10"", ""standard"": ""ISO 7089-0964""}",equivalent_0964,unit_format
cpse-07430,maintenance,HPC-EQUIVALENT_1857-07430,WELD NECK FLANGE DN50 PN16 ITEM 1857,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1857""}",equivalent_1857,abbreviation
cpse-04670,maintenance,HPC-EQUIVALENT_1167-04670,STEEL HEX NUT M10 GR B ITEM 1167,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-1167""}",equivalent_1167,abbreviation
cpse-07683,erp,IOC-EQUIVALENT_1920-07683,ITEM 1920 STEEL HEX BOLT M10 GRADE B,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-1920""}",equivalent_1920,terminology
cpse-00773,maintenance,IOC-EQUIVALENT_0193-00773,STEEL BOLT M10 GRADE C ITEM 0193,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-0193""}",equivalent_0193,exact
cpse-06959,maintenance,BPC-EQUIVALENT_1739-06959,ITEM 1739 INDUCTION MOTOR 5 KW 415 V,"{""size"": ""5 kW"", ""standard"": ""CPSE-1739"", ""voltage"": ""415 V""}",equivalent_1739,terminology
cpse-05833,catalogue,IOC-EQUIVALENT_1458-05833,GATE VALVE 50 MM 150 PSI ITEM 1458,"{""pressure"": ""150 psi"", ""size"": ""50 mm"", ""standard"": ""API 600-1458""}",equivalent_1458,exact
cpse-04960,catalogue,HPC-EQUIVALENT_1239-04960,STEEL HEX NUT 10 mm GRADE B ITEM 1239,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-1239""}",equivalent_1239,unit_format
cpse-01926,erp,SAI-EQUIVALENT_0481-01926,STEEL BOLT M10 GR C ITEM 0481,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-0481""}",equivalent_0481,abbreviation
cpse-02966,maintenance,SAI-EQUIVALENT_0741-02966,WELD NECK FLANGE DN50 PN16 ITEM 0741,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-0741""}",equivalent_0741,abbreviation
cpse-00200,maintenance,HPC-EQUIVALENT_0049-00200,STEEL BOLT 10 mm GRADE C ITEM 0049,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-0049""}",equivalent_0049,unit_format
cpse-09106,catalogue,SAI-SINGLETON_0605-09106,UNIQUE CPSE MATERIAL 0605 CERAMIC LINER,"{""size"": ""1605 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0605,unrelated
cpse-02176,catalogue,SAI-EQUIVALENT_0543-02176,STEEL HEX NUT 10 mm GRADE B ITEM 0543,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4032-0543""}",equivalent_0543,unit_format
cpse-04222,catalogue,BHE-EQUIVALENT_1055-04222,INDUCTION MOTOR 5 KW 415 V ITEM 1055,"{""size"": ""5 kW"", ""standard"": ""CPSE-1055"", ""voltage"": ""415 V""}",equivalent_1055,abbreviation
cpse-06519,erp,BPC-EQUIVALENT_1629-06519,ITEM 1629 WELD NECK FLANGE DN50 PN16,"{""pressure"": ""PN16"", ""size"": ""DN50"", ""standard"": ""EN 1092-1629""}",equivalent_1629,terminology
cpse-08969,maintenance,BPC-SINGLETON_0468-08969,UNIQUE CPSE MATERIAL 0468 CERAMIC LINER,"{""size"": ""1468 mm"", ""standard"": ""CPSE-OTHER""}",singleton_0468,unrelated
cpse-01518,erp,POW-EQUIVALENT_0379-01518,POWER CABLE 4 CORE 240 V ITEM 0379,"{""size"": ""4 core"", ""standard"": ""CPSE-0379"", ""voltage"": ""240 V""}",equivalent_0379,abbreviation
cpse-02418,erp,POW-EQUIVALENT_0604-02418,STEEL WASHER M10 ITEM 0604,"{""size"": ""M10"", ""standard"": ""ISO 7089-0604""}",equivalent_0604,abbreviation
cpse-01267,catalogue,COA-EQUIVALENT_0316-01267,ITEM 0316 STEEL WASHER M10,"{""size"": ""M10"", ""standard"": ""ISO 7089-0316""}",equivalent_0316,terminology
cpse-02310,erp,HPC-EQUIVALENT_0577-02310,STEEL BOLT M10 GR C ITEM 0577,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-0577""}",equivalent_0577,abbreviation
cpse-04866,erp,SAI-EQUIVALENT_1216-04866,STEEL WASHER M10 ITEM 1216,"{""size"": ""M10"", ""standard"": ""ISO 7089-1216""}",equivalent_1216,abbreviation
cpse-03586,catalogue,SAI-EQUIVALENT_0896-03586,DEEP GROOVE BALL BEARING 6205 ITEM 0896,"{""size"": ""6205"", ""standard"": ""ISO 15-0896""}",equivalent_0896,abbreviation
cpse-02018,maintenance,POW-EQUIVALENT_0504-02018,STEEL BOLT M10 GR B ITEM 0504,"{""grade"": ""B"", ""size"": ""M10"", ""standard"": ""ISO 4014-0504""}",equivalent_0504,abbreviation
cpse-02580,erp,HPC-EQUIVALENT_0644-02580,DEEP GROOVE BALL BEARING 6205 ITEM 0644,"{""size"": ""6205"", ""standard"": ""ISO 15-0644""}",equivalent_0644,unit_format
cpse-00204,erp,ONG-EQUIVALENT_0050-00204,STEEL BOLT M12 GRADE B बोल्ट ITEM 0050,"{""grade"": ""B"", ""size"": ""M12"", ""standard"": ""ISO 4014-0050""}",equivalent_0050,multilingual
cpse-05480,maintenance,HPC-EQUIVALENT_1369-05480,STEEL BOLT 10 mm GRADE C ITEM 1369,"{""grade"": ""C"", ""size"": ""M10"", ""standard"": ""ISO 4014-1369""}",equivalent_1369,unit_format
